age,job,marital,education,default,balance,housing,loan,uid
36,technician,single,tertiary,no,470,yes,no,32376
48,self-employed,married,secondary,no,1175,yes,yes,25945
35,blue-collar,single,secondary,no,270,yes,no,32785
31,blue-collar,single,secondary,no,259,yes,no,4171
26,services,single,tertiary,no,1140,yes,no,30733
34,unemployed,married,secondary,no,1375,no,no,27266
27,blue-collar,single,primary,no,-79,yes,no,7933
34,management,married,tertiary,no,1725,yes,yes,17483
42,blue-collar,married,primary,no,321,yes,no,3137
52,blue-collar,divorced,secondary,no,0,no,yes,14508
40,management,single,tertiary,no,-50,yes,no,36853
52,services,married,secondary,no,774,yes,no,35819
48,self-employed,divorced,tertiary,no,103,no,yes,16968
35,blue-collar,married,secondary,no,450,no,no,26366
35,services,married,secondary,no,1279,yes,no,10507
38,admin.,married,tertiary,no,669,yes,yes,18380
47,blue-collar,married,primary,no,3067,yes,no,37461
46,admin.,divorced,secondary,no,778,yes,no,26811
36,management,married,tertiary,no,-115,yes,no,43489
36,technician,single,tertiary,no,40,no,no,41302
53,admin.,married,secondary,no,1252,no,no,44580
43,technician,married,secondary,no,2344,yes,no,6491
59,retired,married,secondary,no,163,no,no,16606
37,management,married,tertiary,no,0,no,no,42681
46,services,married,secondary,no,1034,no,no,19886
41,management,married,tertiary,no,3769,yes,no,39585
34,blue-collar,married,secondary,no,750,yes,no,5295
50,blue-collar,divorced,secondary,no,2725,no,no,18727
42,management,married,tertiary,no,0,no,yes,36754
36,management,married,tertiary,no,4,no,yes,17633
37,management,divorced,tertiary,no,0,yes,no,36422
34,management,single,tertiary,no,382,no,no,42136
58,management,married,tertiary,no,1517,yes,no,17560
30,entrepreneur,married,tertiary,no,-130,yes,yes,12587
36,technician,married,secondary,no,1319,yes,no,10347
33,management,married,tertiary,no,3363,yes,yes,41029
35,blue-collar,single,secondary,no,0,yes,no,32310
21,student,single,secondary,no,71,no,no,42647
46,technician,married,secondary,no,488,no,no,9002
55,blue-collar,married,secondary,no,0,no,no,10286
37,technician,single,tertiary,no,0,no,no,12492
42,self-employed,married,tertiary,no,21861,no,no,9313
58,unknown,married,tertiary,no,327,no,no,42695
37,management,married,primary,no,1506,no,no,42096
25,management,single,tertiary,no,3,yes,yes,32289
34,technician,single,secondary,no,0,no,no,21854
32,technician,single,secondary,no,4069,yes,no,17074
55,technician,married,secondary,no,6043,no,no,25448
52,retired,married,secondary,no,0,no,no,22313
31,services,divorced,secondary,no,1016,yes,no,34891
35,management,single,tertiary,no,704,no,no,33705
29,management,married,tertiary,no,1441,yes,no,29854
67,retired,married,unknown,no,2540,no,no,43905
38,blue-collar,single,tertiary,no,14058,no,no,14994
34,services,divorced,secondary,no,797,yes,no,15080
29,technician,single,secondary,no,156,yes,no,6400
40,management,single,tertiary,no,1845,yes,no,8611
52,retired,married,secondary,no,424,no,no,25535
49,technician,married,tertiary,no,523,yes,no,31245
67,retired,married,primary,no,1430,no,no,42613
48,blue-collar,married,secondary,no,904,yes,no,160
34,management,married,tertiary,no,8000,no,no,43026
42,blue-collar,divorced,unknown,no,0,no,no,12738
54,management,married,primary,no,621,no,yes,13517
33,blue-collar,single,secondary,no,76,yes,no,8746
52,housemaid,married,tertiary,no,554,no,no,18592
37,technician,married,secondary,no,987,yes,yes,38053
51,technician,married,secondary,no,1490,yes,no,29002
34,blue-collar,married,unknown,no,245,yes,no,539
39,management,married,tertiary,no,378,yes,yes,220
34,admin.,single,secondary,no,0,yes,no,39945
30,services,single,secondary,no,773,yes,yes,8781
38,management,married,tertiary,no,551,yes,no,2286
40,unemployed,married,secondary,no,270,yes,no,37678
49,management,married,secondary,no,1601,no,no,17674
59,blue-collar,divorced,secondary,no,61,yes,no,37099
25,student,married,tertiary,no,4923,yes,yes,31144
34,management,married,tertiary,no,651,no,no,22048
36,technician,married,secondary,no,1840,no,no,21738
33,entrepreneur,married,secondary,no,1847,yes,no,5587
64,retired,married,secondary,no,1612,no,no,43743
57,technician,divorced,tertiary,no,0,yes,no,18730
60,technician,married,secondary,no,0,yes,no,9638
66,retired,married,secondary,no,3409,no,no,43670
33,blue-collar,married,secondary,no,331,yes,no,38052
38,management,married,tertiary,no,5779,yes,no,5592
43,self-employed,married,unknown,no,6,yes,no,7241
40,technician,single,secondary,no,281,yes,no,36085
36,management,single,primary,no,51,no,no,14474
38,technician,married,secondary,no,175,yes,no,7673
46,blue-collar,married,secondary,no,2944,no,no,12169
31,blue-collar,married,secondary,no,671,yes,no,11288
30,technician,single,secondary,no,782,yes,yes,26624
35,admin.,married,secondary,no,165,no,yes,11751
36,blue-collar,married,secondary,no,402,no,yes,25231
57,blue-collar,married,primary,no,1075,no,no,22448
27,admin.,married,secondary,no,1596,no,no,41392
41,blue-collar,divorced,primary,no,548,yes,yes,29904
53,blue-collar,married,primary,no,358,yes,no,8448
46,services,married,secondary,no,184,yes,no,31469
34,management,single,tertiary,no,2343,no,no,27498
39,admin.,divorced,secondary,no,2903,yes,yes,17060
31,management,divorced,tertiary,no,416,no,no,20274
63,retired,married,unknown,no,2193,no,no,33699
35,admin.,divorced,secondary,no,356,yes,no,7318
35,management,single,secondary,no,1189,no,yes,21002
38,blue-collar,married,secondary,no,2836,no,no,9337
49,management,married,tertiary,no,1311,yes,no,35747
36,services,married,secondary,no,394,no,no,44446
44,technician,married,secondary,no,-102,no,yes,23471
45,management,married,tertiary,no,0,no,no,22569
32,services,single,secondary,no,914,yes,no,10941
32,technician,divorced,tertiary,no,31,no,yes,13035
40,blue-collar,married,secondary,no,1313,no,no,2944
33,services,married,secondary,no,4402,yes,no,27343
31,admin.,married,secondary,no,-581,yes,no,8152
55,unknown,married,secondary,yes,-208,yes,no,8674
58,technician,married,secondary,no,629,yes,no,29662
56,retired,married,secondary,no,343,no,yes,13600
52,blue-collar,married,secondary,no,409,no,no,19771
32,management,married,tertiary,no,141,no,no,29224
30,management,single,tertiary,no,1637,yes,no,20923
29,blue-collar,single,secondary,no,262,yes,no,33192
36,blue-collar,married,secondary,no,537,no,yes,12809
33,student,married,secondary,no,1536,no,no,42173
58,blue-collar,divorced,primary,no,1299,no,no,40901
33,technician,married,tertiary,no,4401,no,no,40919
34,management,married,tertiary,no,-218,yes,no,19805
34,management,married,tertiary,no,273,yes,no,37781
32,services,single,secondary,no,473,yes,no,13007
45,blue-collar,married,unknown,no,586,no,no,21083
26,blue-collar,single,secondary,no,154,yes,no,39124
55,technician,married,tertiary,no,1097,yes,no,19734
29,blue-collar,married,secondary,no,247,no,yes,12854
40,admin.,married,secondary,no,3126,yes,no,43379
40,blue-collar,married,secondary,no,5880,yes,no,5975
51,management,divorced,tertiary,no,0,yes,no,17371
30,blue-collar,single,secondary,no,648,yes,yes,1437
36,unemployed,divorced,secondary,no,5,yes,no,28740
34,management,married,tertiary,no,1273,no,no,20303
32,self-employed,single,secondary,no,4,yes,no,5497
25,blue-collar,married,secondary,no,-76,yes,no,2256
26,admin.,married,tertiary,no,2855,no,no,31449
72,retired,single,unknown,no,588,no,yes,31256
46,technician,married,secondary,no,190,yes,no,20561
52,technician,divorced,tertiary,yes,-1014,no,yes,12847
38,technician,single,secondary,no,1019,yes,no,34781
32,blue-collar,married,secondary,yes,-49,yes,no,16894
40,technician,married,secondary,yes,0,no,no,23716
33,self-employed,single,tertiary,no,1129,yes,no,40207
40,technician,divorced,tertiary,no,1871,yes,no,24362
28,services,single,secondary,no,458,no,no,15450
33,blue-collar,divorced,secondary,no,-131,yes,no,3763
62,services,married,primary,no,276,no,no,41808
26,unemployed,married,tertiary,no,0,yes,no,34439
33,management,married,tertiary,no,1388,yes,no,42203
71,retired,married,secondary,no,2064,no,no,44480
35,admin.,married,secondary,no,-244,yes,yes,34880
43,technician,married,secondary,no,17,yes,no,3925
32,management,married,tertiary,no,55,no,no,29193
60,self-employed,married,primary,no,362,no,yes,17765
60,retired,married,secondary,no,0,no,no,22649
39,blue-collar,married,primary,no,33,yes,no,29879
57,services,married,primary,no,2893,no,no,19783
34,blue-collar,married,secondary,no,237,yes,no,37820
33,technician,single,tertiary,no,764,no,no,19329
34,management,married,tertiary,no,3486,no,no,23506
27,technician,married,secondary,no,0,yes,no,17859
42,blue-collar,married,primary,no,244,yes,no,32238
35,technician,married,tertiary,no,1629,no,no,17132
36,technician,married,secondary,no,83,yes,no,1175
42,entrepreneur,married,secondary,no,2869,yes,no,8449
31,blue-collar,divorced,secondary,no,-452,yes,no,5848
30,admin.,single,secondary,no,270,no,no,30911
34,blue-collar,divorced,primary,no,172,yes,no,32657
47,technician,divorced,secondary,no,2914,yes,no,21433
27,blue-collar,married,secondary,no,-335,yes,yes,8817
58,technician,married,secondary,no,99,no,no,44854
32,services,single,secondary,no,481,yes,no,37038
42,admin.,divorced,secondary,no,256,no,no,36009
48,services,divorced,secondary,no,297,no,no,21283
47,blue-collar,married,secondary,no,292,no,no,31010
43,services,married,secondary,no,2478,yes,no,10334
40,management,married,tertiary,no,87,yes,yes,27134
34,blue-collar,married,secondary,no,103,yes,yes,1488
37,blue-collar,married,secondary,no,183,yes,no,733
38,blue-collar,married,secondary,no,0,yes,no,36969
26,blue-collar,single,secondary,no,78,no,no,27827
41,entrepreneur,married,tertiary,no,121,yes,no,34526
39,blue-collar,married,secondary,no,2299,yes,no,33240
44,blue-collar,married,secondary,no,1495,yes,no,41678
42,management,married,tertiary,no,144,no,no,42429
31,technician,single,secondary,no,182,no,no,23724
53,self-employed,married,secondary,no,-488,yes,no,34753
43,management,single,tertiary,no,0,no,no,44047
30,management,single,tertiary,no,572,no,no,43939
24,admin.,single,tertiary,no,-61,no,no,31311
38,blue-collar,single,secondary,no,1012,yes,yes,24560
30,blue-collar,single,secondary,no,103,yes,no,32987
51,management,married,tertiary,no,57,no,no,17326
64,management,married,tertiary,no,5112,no,no,45057
46,blue-collar,married,primary,no,1483,yes,no,2747
42,admin.,married,secondary,no,383,no,no,42709
35,management,married,tertiary,no,126,no,yes,12973
29,technician,married,tertiary,no,43,yes,no,4436
60,admin.,married,secondary,no,221,no,no,23980
36,entrepreneur,married,tertiary,no,9405,no,no,11280
72,retired,divorced,primary,no,0,no,no,41332
44,management,single,tertiary,no,-1313,yes,yes,38625
49,blue-collar,married,primary,no,2481,no,yes,17788
41,blue-collar,married,secondary,no,-100,yes,no,10675
30,blue-collar,single,secondary,no,363,no,no,17148
48,admin.,single,secondary,no,3531,yes,no,33527
31,blue-collar,married,secondary,no,604,yes,no,32997
34,housemaid,married,tertiary,no,0,no,no,41144
53,management,divorced,tertiary,no,253,no,no,23404
25,blue-collar,single,secondary,no,224,no,yes,13329
30,self-employed,single,tertiary,no,48,no,no,39723
45,technician,divorced,secondary,no,5862,yes,no,24949
33,management,married,tertiary,no,0,no,no,31946
40,technician,married,tertiary,no,1034,yes,no,39195
52,management,married,tertiary,no,1453,no,no,17851
31,services,single,unknown,no,6145,yes,no,18677
37,self-employed,married,secondary,yes,0,no,yes,15787
31,services,married,secondary,yes,29,no,no,27471
32,blue-collar,married,primary,no,1504,yes,no,33039
31,admin.,single,tertiary,no,5,no,yes,29136
52,housemaid,married,secondary,no,1752,no,yes,27014
40,unemployed,married,secondary,no,1779,yes,no,9202
50,entrepreneur,divorced,tertiary,no,315,no,no,42598
25,services,single,secondary,no,79,no,yes,15887
43,services,married,secondary,no,823,yes,no,3051
44,entrepreneur,divorced,tertiary,no,134,yes,no,36684
41,admin.,single,secondary,no,882,yes,yes,7067
39,technician,married,tertiary,no,-218,no,no,12226
45,technician,single,secondary,no,819,no,yes,24397
46,management,divorced,tertiary,no,0,no,no,21829
52,technician,married,secondary,no,945,no,no,12147
37,technician,single,secondary,no,194,yes,no,29014
32,technician,single,secondary,no,-114,no,no,20506
34,admin.,married,tertiary,no,788,yes,no,30232
37,services,married,secondary,no,184,yes,no,33321
35,admin.,single,secondary,no,1070,no,no,26806
31,admin.,married,secondary,no,368,yes,no,34660
42,admin.,divorced,secondary,no,-551,yes,yes,6032
30,blue-collar,married,secondary,no,658,yes,yes,15636
25,admin.,single,secondary,no,768,yes,no,2370
51,technician,married,secondary,no,614,yes,no,38749
33,technician,single,secondary,no,3499,yes,no,36413
34,technician,divorced,tertiary,no,501,yes,no,4195
35,management,married,tertiary,no,94,yes,no,24201
57,management,married,tertiary,no,1571,no,no,10226
36,management,married,tertiary,no,1,yes,yes,31948
53,blue-collar,married,secondary,no,1570,yes,no,2587
27,blue-collar,single,secondary,no,-247,no,yes,16077
50,blue-collar,single,primary,no,1558,yes,no,29478
48,management,single,tertiary,no,3713,yes,yes,25186
27,blue-collar,single,secondary,no,-289,yes,yes,34412
36,technician,divorced,secondary,no,666,yes,yes,31588
25,services,divorced,secondary,no,1694,no,no,40518
37,blue-collar,single,secondary,no,3572,yes,yes,26810
60,retired,married,tertiary,no,2868,no,no,11673
29,blue-collar,single,secondary,no,223,no,no,16759
37,management,single,tertiary,no,493,yes,no,2018
30,technician,married,secondary,no,152,yes,yes,92
41,services,single,secondary,no,1629,yes,no,4521
34,technician,married,secondary,no,2959,no,no,20933
56,blue-collar,divorced,secondary,no,486,yes,no,11242
35,services,single,tertiary,no,0,no,no,40462
33,admin.,married,tertiary,no,235,yes,no,17805
46,self-employed,married,primary,no,2747,no,no,27170
36,admin.,divorced,primary,no,1127,yes,no,33050
57,blue-collar,married,primary,no,1460,no,no,2609
39,services,married,secondary,no,1142,yes,no,427
36,services,divorced,secondary,no,223,yes,yes,36029
38,technician,single,tertiary,no,9,yes,no,425
29,self-employed,single,secondary,no,272,yes,no,3885
53,self-employed,married,primary,no,2639,no,no,20360
37,admin.,married,secondary,no,2320,yes,no,33370
37,management,married,tertiary,no,7100,no,no,26400
25,management,single,tertiary,no,436,no,no,34103
56,unemployed,married,secondary,no,972,no,no,28871
55,management,married,tertiary,no,505,yes,no,32626
27,admin.,single,secondary,no,1408,no,no,43817
58,self-employed,married,secondary,no,372,no,no,10768
38,admin.,single,secondary,no,3823,no,no,9397
52,admin.,married,secondary,no,299,no,no,25496
54,management,married,secondary,no,1134,yes,no,17088
53,self-employed,married,tertiary,no,2580,yes,no,25961
59,management,married,tertiary,no,296,no,yes,14520
36,blue-collar,married,unknown,no,-417,yes,no,6175
26,blue-collar,single,secondary,yes,-8019,no,yes,12910
44,entrepreneur,married,tertiary,no,5156,yes,no,29795
24,blue-collar,single,primary,no,174,yes,no,39253
26,admin.,single,secondary,no,74,no,yes,14878
30,admin.,married,secondary,no,685,yes,no,11887
51,entrepreneur,married,secondary,no,-799,no,yes,14650
37,technician,married,secondary,no,729,yes,no,14726
55,retired,married,tertiary,no,197,no,yes,13107
40,technician,married,tertiary,no,1641,yes,no,32037
38,technician,single,secondary,no,1788,no,no,19894
33,management,single,tertiary,no,131,yes,no,44999
44,blue-collar,married,secondary,no,23,no,no,16326
31,management,single,tertiary,no,499,yes,no,9816
49,management,married,tertiary,no,934,no,yes,27583
49,blue-collar,single,primary,no,2623,yes,no,3337
47,management,married,secondary,no,-1854,yes,yes,20552
35,blue-collar,married,secondary,no,229,no,no,6053
40,blue-collar,married,secondary,no,0,yes,no,7849
43,technician,single,secondary,no,33,yes,no,6321
54,blue-collar,married,secondary,no,1063,no,yes,13246
29,services,single,secondary,no,1274,no,no,13085
46,blue-collar,married,secondary,no,1728,yes,no,5695
60,housemaid,married,primary,no,211,no,no,43171
24,blue-collar,single,secondary,no,-169,yes,no,37958
28,student,single,secondary,no,459,no,no,31348
28,blue-collar,single,primary,no,2340,yes,no,11586
39,technician,single,tertiary,no,47,yes,no,162
42,blue-collar,married,secondary,no,413,yes,no,43001
